notification_date;user_id;stimulus;target_component
2024-04-22 00:44:48;4066;Type;Menu
2024-04-22 00:44:48;4802;Visualized 1033. ;Link
2024-04-22 00:44:48;3059;Scroll;Image
2024-04-22 00:44:48;3995;Click;Button
2024-04-22 00:44:48;3227;Click;Menu
2024-04-22 00:44:48;1616;Scroll;Menu
2024-04-22 00:44:48;2583;Type;Form
2024-04-22 00:44:48;4075;Type;Button
2024-04-22 00:44:48;3786;Type;Menu
2024-04-22 00:44:48;2793;Swipe;Image
2024-04-22 00:44:48;3488;Hover;Link
2024-04-22 00:44:48;1393;Type;Menu
2024-04-22 00:44:48;1462;Scroll;Button
2024-04-22 00:44:48;1335;Scroll;Button
2024-04-22 00:44:48;4733;Swipe;Button
2024-04-22 00:44:48;5765;Hover;Link
2024-04-22 00:44:48;2074;Click;Image
2024-04-22 00:44:48;2258;Visualized 1013. ;Image
2024-04-22 00:44:48;4684;Click;Form
2024-04-22 00:44:48;5182;Scroll;Image
2024-04-22 00:44:48;5137;Type;Image
2024-04-22 00:44:48;2013;Visualized 1023. ;Link
2024-04-22 00:44:48;1547;Swipe;Form
2024-04-22 00:44:48;1459;Scroll;Image
2024-04-22 00:44:48;3928;Click;Image
2024-04-22 00:44:48;3863;Visualized 1039. ;Menu
2024-04-22 00:44:48;4490;Hover;Button
2024-04-22 00:44:48;5568;Hover;Button
2024-04-22 00:44:48;1244;Swipe;Menu
2024-04-22 00:44:48;5830;Swipe;Link
2024-04-22 00:44:48;2426;Type;Menu
2024-04-22 00:44:48;3420;Scroll;Button
2024-04-22 00:44:48;1721;Swipe;Image
2024-04-22 00:44:48;4907;Type;Link
2024-04-22 00:44:48;1415;Swipe;Link
2024-04-22 00:44:48;5167;Click;Link
2024-04-22 00:44:48;2150;Swipe;Button
2024-04-22 00:44:48;4486;Visualized 1010. ;Menu
2024-04-22 00:44:48;3173;Hover;Link
2024-04-22 00:44:48;2689;Click;Image
2024-04-22 00:44:48;3993;Click;Form
2024-04-22 00:44:48;3314;Scroll;Menu
2024-04-22 00:44:48;1510;Swipe;Form
2024-04-22 00:44:48;3639;Swipe;Link
2024-04-22 00:44:48;1960;Scroll;Button
2024-04-22 00:44:48;1383;Visualized 1033. ;Link
2024-04-22 00:44:48;4190;Scroll;Button
2024-04-22 00:44:48;1116;Visualized 1014. ;Button
2024-04-22 00:44:48;2245;Scroll;Link
2024-04-22 00:44:48;2998;Visualized 1018. ;Link
2024-04-22 00:44:48;3387;Hover;Menu
2024-04-22 00:44:48;5482;Visualized 1020. ;Menu
2024-04-22 00:44:48;2064;Hover;Button
2024-04-22 00:44:48;2718;Hover;Link
2024-04-22 00:44:48;2312;Type;Image
2024-04-22 00:44:48;4069;Scroll;Menu
2024-04-22 00:44:48;5607;Visualized 1018. ;Menu
2024-04-22 00:44:48;3551;Type;Menu
2024-04-22 00:44:48;1929;Click;Menu
2024-04-22 00:44:48;3114;Swipe;Link
2024-04-22 00:44:48;4381;Swipe;Form
2024-04-22 00:44:48;5472;Swipe;Form
2024-04-22 00:44:48;3096;Hover;Menu
2024-04-22 00:44:48;1867;Type;Form
2024-04-22 00:44:48;1312;Scroll;Button
2024-04-22 00:44:48;1803;Scroll;Menu
2024-04-22 00:44:48;4766;Hover;Image
2024-04-22 00:44:48;3990;Hover;Form
2024-04-22 00:44:48;1216;Hover;Menu
2024-04-22 00:44:48;2057;Hover;Link
